     3.300  -230.669142482  -230.582593925  -230.582593925  -230.497995739
     3.400  -230.667616799  -230.583066910  -230.583066910  -230.497996290
     3.500  -230.665964914  -230.583420219  -230.583420219  -230.497996409
     3.600  -230.664185307  -230.583653388  -230.583653388  -230.497997376
     3.700  -230.662279420  -230.583761987  -230.583761987  -230.497996049
     3.800  -230.660249281  -230.583749680  -230.583749680  -230.497996716
     3.900  -230.658094516  -230.583614064  -230.583614064  -230.497996721
     4.000  -230.655820797  -230.583357119  -230.583357119  -230.497996707
     4.100  -230.653429959  -230.582981077  -230.582981077  -230.497996305
     4.200  -230.650928841  -230.582491006  -230.582491006  -230.497996568
     4.300  -230.648322113  -230.581891149  -230.581891149  -230.497996217
     4.400  -230.645616785  -230.581188085  -230.581188085  -230.497994762
     4.500  -230.642824467  -230.580393555  -230.580393555  -230.497995360
     4.600  -230.639951689  -230.579513591  -230.579513591  -230.497994041
     4.700  -230.637014061  -230.578561928  -230.578561928  -230.497993286
     4.800  -230.634021111  -230.577549732  -230.577549732  -230.497991995
     4.900  -230.630986415  -230.576491516  -230.576491516  -230.497991685
     5.000  -230.627924254  -230.575397898  -230.575397898  -230.497989590
     5.100  -230.624849805  -230.574285136  -230.574285136  -230.497988554
     5.200  -230.621774265  -230.573167474  -230.573167474  -230.497989764
     5.300  -230.618712641  -230.572053261  -230.572053261  -230.497989246
     5.400  -230.615676637  -230.570953223  -230.570953223  -230.497986486
     5.500  -230.612675426  -230.569883496  -230.569883496  -230.497987790
     5.600  -230.609721999  -230.568845667  -230.568845667  -230.497986584
     5.700  -230.606821979  -230.567848584  -230.567848584  -230.497985420
     5.800  -230.603984877  -230.566898681  -230.566898681  -230.497986425
     5.900  -230.601214636  -230.565994740  -230.565994740  -230.497986099
     6.000  -230.598515949  -230.565139039  -230.565139039  -230.497986430
     6.100  -230.595891042  -230.564328853  -230.564328853  -230.497986266
     6.200  -230.593343227  -230.563563361  -230.563563361  -230.497988036
     6.300  -230.590870424  -230.562833915  -230.562833915  -230.497987770
     6.400  -230.588475151  -230.562138222  -230.562138222  -230.497988984
     6.500  -230.586154861  -230.561467372  -230.561467372  -230.497989379
     6.600  -230.583910272  -230.560812785  -230.560812785  -230.497987458
     6.700  -230.581739229  -230.560174686  -230.560174686  -230.497990653
     6.800  -230.579643135  -230.559537514  -230.559537514  -230.497990424
     6.900  -230.577621008  -230.558897546  -230.558897546  -230.497989589
     7.000  -230.575670325  -230.558251411  -230.558251411  -230.497990594
     7.100  -230.573794861  -230.557592407  -230.557592407  -230.497991626
     7.200  -230.571998231  -230.556914044  -230.556914044  -230.497990014
     7.300  -230.570276177  -230.556218740  -230.556218740  -230.497990827
     7.400  -230.568635008  -230.555503237  -230.555503237  -230.497992253
     7.500  -230.567075963  -230.554764860  -230.554764860  -230.497991861
     7.600  -230.565600880  -230.554006183  -230.554006183  -230.497991321
     7.700  -230.564214410  -230.553229536  -230.553229536  -230.497990983
     7.800  -230.562917756  -230.552438701  -230.552438701  -230.497991690
     7.900  -230.561714236  -230.551634425  -230.551634425  -230.497990403
     8.000  -230.560606115  -230.550825009  -230.550825009  -230.497990923
     8.100  -230.559597586  -230.550011507  -230.550011507  -230.497989210
     8.200  -230.558686675  -230.549203482  -230.549203482  -230.497989254
     8.300  -230.557879337  -230.548405919  -230.548405919  -230.497990077
     8.400  -230.557173482  -230.547621886  -230.547621886  -230.497988466
     8.500  -230.556569988  -230.546861267  -230.546861267  -230.497987751
     8.600  -230.556070441  -230.546130857  -230.546130857  -230.497987916
     8.700  -230.555674588  -230.545437021  -230.545437021  -230.497988241
     8.800  -230.555381820  -230.544785383  -230.544785383  -230.497986960
     8.900  -230.555192035  -230.544185373  -230.544185373  -230.497985749
     9.000  -230.555107798  -230.543647260  -230.543647260  -230.497986701
     9.100  -230.555125117  -230.543175586  -230.543175586  -230.497985679
     9.200  -230.555247302  -230.542782176  -230.555247302  -230.497985283
     9.300  -230.555485381  -230.542407330  -230.555485381  -230.498276242
     9.400  -230.555810380  -230.542028830  -230.555810380  -230.498275192
     9.500  -230.556223822  -230.541648864  -230.556223822  -230.498275452
     9.600  -230.556722373  -230.541268925  -230.556722373  -230.498275357
     9.700  -230.557306111  -230.540894363  -230.557306111  -230.498276204
     9.800  -230.557972301  -230.540527981  -230.557972301  -230.498275952
     9.900  -230.558722481  -230.540174498  -230.558722481  -230.498276294
    10.000  -230.559556207  -230.539838497  -230.559556207  -230.498276444
    10.100  -230.560473921  -230.539529007  -230.560473921  -230.498276113
    10.200  -230.561477615  -230.539253331  -230.561477615  -230.498276353
    10.300  -230.562567783  -230.539016984  -230.562567783  -230.498276738
    10.400  -230.563743633  -230.538831434  -230.563743633  -230.498275874
    10.500  -230.565008397  -230.538703148  -230.565008397  -230.498277030
    10.600  -230.566357048  -230.538638750  -230.566357048  -230.498276197
    10.700  -230.567790926  -230.538643660  -230.567790926  -230.498277050
    10.800  -230.569303312  -230.538723906  -230.569303312  -230.498276815
    10.900  -230.570890617  -230.538875674  -230.570890617  -230.498277694
    11.000  -230.572544038  -230.539107552  -230.572544038  -230.498278666
    11.100  -230.574253366  -230.539408790  -230.574253366  -230.498279344
    11.200  -230.576006805  -230.539781208  -230.576006805  -230.498279699
    11.300  -230.577791984  -230.540211755  -230.577791984  -230.498280877
    11.400  -230.579592856  -230.540688968  -230.579592856  -230.498281769
    11.500  -230.581394816  -230.541207567  -230.581394816  -230.498283690
    11.600  -230.583178195  -230.541752412  -230.583178195  -230.498283363
    11.700  -230.584931315  -230.542305943  -230.584931315  -230.498285390
    11.800  -230.586633929  -230.542857472  -230.586633929  -230.498285100
    11.900  -230.588276259  -230.543388864  -230.588276259  -230.498287003
    12.000  -230.589843555  -230.543892726  -230.589843555  -230.498288818
    12.100  -230.591323080  -230.544352620  -230.591323080  -230.498288012
    12.200  -230.592710075  -230.544758818  -230.592710075  -230.498287412
    12.300  -230.594001075  -230.545105110  -230.594001075  -230.498288328
    12.400  -230.595191891  -230.545381440  -230.595191891  -230.498288438
    12.500  -230.596283393  -230.545583544  -230.596283393  -230.498287655
    12.600  -230.597280477  -230.545710605  -230.597280477  -230.498287284
    12.700  -230.598187860  -230.545756562  -230.598187860  -230.498286129
    12.800  -230.599015319  -230.545722636  -230.599015319  -230.498286130
    12.900  -230.599770121  -230.545607623  -230.599770121  -230.498285258
    13.000  -230.600463844  -230.545412151  -230.600463844  -230.498284827
    13.100  -230.601106403  -230.545135656  -230.601106403  -230.498284000
    13.200  -230.601708857  -230.544777589  -230.601708857  -230.498283044
    13.300  -230.602281735  -230.544335628  -230.602281735  -230.498282048
    13.400  -230.602836118  -230.543807537  -230.602836118  -230.498282309
    13.500  -230.603378825  -230.543189067  -230.603378825  -230.498281731
    13.600  -230.603917789  -230.542475926  -230.603917789  -230.498280330
    13.700  -230.604461526  -230.541663526  -230.604461526  -230.498279733
    13.800  -230.605016256  -230.540742998  -230.605016256  -230.498280261
    13.900  -230.605584599  -230.539710297  -230.605584599  -230.498279530
    14.000  -230.606172604  -230.538552135  -230.606172604  -230.498279349
    14.100  -230.606783951  -230.537266688  -230.606783951  -230.498279788
    14.200  -230.607420518  -230.535842234  -230.607420518  -230.498279610
    14.300  -230.608086033  -230.534270859  -230.608086033  -230.498279830
    14.400  -230.608780630  -230.532545361  -230.608780630  -230.498278214
    14.500  -230.609510344  -230.530658589  -230.609510344  -230.498278779
    14.600  -230.610274665  -230.528605869  -230.610274665  -230.498279395
    14.700  -230.611073405  -230.526378442  -230.611073405  -230.498278767
    14.800  -230.611907721  -230.523975139  -230.611907721  -230.498277614
    14.900  -230.612779953  -230.521388713  -230.612779953  -230.498278688
    15.000  -230.613685750  -230.518614441  -230.613685750  -230.498279120
    15.100  -230.614622741  -230.515649612  -230.614622741  -230.498279294
    15.200  -230.615587678  -230.512492310  -230.615587678  -230.498280189
    15.300  -230.616573332  -230.509138463  -230.616573332  -230.498280447
    15.400  -230.617572575  -230.505586846  -230.617572575  -230.498280571
    15.500  -230.618577422  -230.501830065  -230.618577422  -230.498282030
    15.600  -230.619574769  -230.497872180  -230.619574769  -230.498283010
    15.700  -230.620550591  -230.493705666  -230.620550591  -230.498282530
    15.800  -230.621494876  -230.489332369  -230.621494876  -230.498285238
    15.900  -230.622385931  -230.484748075  -230.622385931  -230.498285501
    16.000  -230.623209819  -230.479953757  -230.623209819  -230.498286557
    16.100  -230.623948921  -230.474949121  -230.623948921  -230.498288733
    16.200  -230.624582587  -230.469736211  -230.624582587  -230.498289689
    16.300  -230.625093625  -230.464317618  -230.625093625  -230.498290462
    16.400  -230.625465700  -230.458700810  -230.625465700  -230.498292374
    16.500  -230.625680286  -230.452886767  -230.625680286  -230.498293469
    16.600  -230.625722763  -230.446892868  -230.625722763  -230.498294084
    16.700  -230.625581868  -230.440725763  -230.625581868  -230.498295768
    16.800  -230.625244800  -230.434401739  -230.625244800  -230.498295870
    16.900  -230.624706161  -230.427937057  -230.624706161  -230.498295982
    17.000  -230.623962072  -230.421356132  -230.623962072  -230.498295626
    17.100  -230.623014416  -230.414679256  -230.623014416  -230.498296111
    17.200  -230.621867325  -230.407934861  -230.621867325  -230.498296747
    17.300  -230.620527482  -230.401152063  -230.620527482  -230.498294971
    17.400  -230.619012299  -230.394365229  -230.619012299  -230.498294498
    17.500  -230.617336157  -230.387605716  -230.617336157  -230.498291683
    17.600  -230.615526217  -230.380914857  -230.615526217  -230.498291641
    17.700  -230.613603270  -230.374326969  -230.613603270  -230.498289576
    17.800  -230.611597708  -230.367882698  -230.611597708  -230.498287440
    17.900  -230.609540407  -230.361617343  -230.609540407  -230.498285656
    18.000  -230.607462910  -230.355569756  -230.607462910  -230.498284320
    18.100  -230.605395221  -230.349777069  -230.605395221  -230.498282116
    18.200  -230.603368629  -230.344269314  -230.603368629  -230.498280327
    18.300  -230.601410558  -230.339076181  -230.601410558  -230.498278877
    18.400  -230.599543937  -230.334219168  -230.599543937  -230.498276827
    18.500  -230.597790717  -230.329719741  -230.597790717  -230.498276866
    18.600  -230.596161833  -230.325588757  -230.596161833  -230.498276045
    18.700  -230.594667030  -230.321832394  -230.594667030  -230.498276095
    18.800  -230.593307281  -230.318444386  -230.593307281  -230.498276043
    18.900  -230.592079478  -230.315423964  -230.592079478  -230.498276759
    19.000  -230.590973402  -230.312754214  -230.590973402  -230.498277472
    19.100  -230.589976914  -230.310417297  -230.589976914  -230.498280219
    19.200  -230.589067043  -230.308386893  -230.589067043  -230.498279958
    19.300  -230.588229298  -230.306636607  -230.588229298  -230.498282750
    19.400  -230.587436389  -230.305139978  -230.587436389  -230.498283256
    19.500  -230.586669364  -230.303864250  -230.586669364  -230.498284663
    19.600  -230.585906791  -230.302781033  -230.585906791  -230.498286715
    19.700  -230.585127470  -230.301857839  -230.585127470  -230.498287420
    19.800  -230.584315593  -230.301070015  -230.584315593  -230.498287371
    19.900  -230.583459249  -230.300393866  -230.583459249  -230.498287625
    20.000  -230.582549172  -230.299807683  -230.582549172  -230.498288046
    20.100  -230.581578741  -230.299295889  -230.581578741  -230.498287102
    20.200  -230.580549558  -230.298844456  -230.580549558  -230.498287440
    20.300  -230.579462554  -230.298445014  -230.579462554  -230.498287147
    20.400  -230.578324153  -230.298092071  -230.578324153  -230.498286210
    20.500  -230.577144411  -230.297786239  -230.577144411  -230.498285051
    20.600  -230.575937261  -230.297525849  -230.575937261  -230.498285223
    20.700  -230.574713391  -230.297318212  -230.574713391  -230.498282794
    20.800  -230.573493117  -230.297168553  -230.573493117  -230.498281716
    20.900  -230.572291826  -230.297086845  -230.572291826  -230.498279772
    21.000  -230.571131106  -230.297084370  -230.571131106  -230.498280171
    21.100  -230.570026200  -230.297170328  -230.570026200  -230.498279431
    21.200  -230.568995004  -230.297359532  -230.568995004  -230.498276767
    21.300  -230.568059711  -230.297662449  -230.568059711  -230.498276069
    21.400  -230.567235639  -230.298093877  -230.567235639  -230.498275021
    21.500  -230.566539394  -230.298665118  -230.566539394  -230.498273510
    21.600  -230.565989037  -230.299388938  -230.565989037  -230.498273999
    21.700  -230.565594930  -230.300274764  -230.565594930  -230.498272531
    21.800  -230.565371496  -230.301334876  -230.565371496  -230.498270633
    21.900  -230.565333118  -230.302578323  -230.565333118  -230.498271325
    22.000  -230.565484203  -230.304011884  -230.565484203  -230.498269274
    22.100  -230.565838422  -230.305644368  -230.565838422  -230.498270110
    22.200  -230.566398075  -230.307477262  -230.566398075  -230.498269862
    22.300  -230.567168842  -230.309517457  -230.567168842  -230.498269757
    22.400  -230.568153523  -230.311766088  -230.568153523  -230.498270020
    22.500  -230.569351329  -230.314221103  -230.569351329  -230.498269199
    22.600  -230.570763320  -230.316881436  -230.570763320  -230.498269647
    22.700  -230.572384302  -230.319744456  -230.572384302  -230.498269439
    22.800  -230.574210630  -230.322800102  -230.574210630  -230.498270199
    22.900  -230.576233523  -230.326045561  -230.576233523  -230.498270416
    23.000  -230.578445132  -230.329468858  -230.578445132  -230.498271498
    23.100  -230.580833113  -230.333061550  -230.580833113  -230.498272316
    23.200  -230.583384615  -230.336804656  -230.583384615  -230.498273139
    23.300  -230.586085876  -230.340690658  -230.586085876  -230.498275157
    23.400  -230.588917896  -230.344700916  -230.588917896  -230.498276041
    23.500  -230.591863266  -230.348821783  -230.591863266  -230.498276652
    23.600  -230.594903620  -230.353033637  -230.594903620  -230.498278331
    23.700  -230.598016610  -230.357319674  -230.598016610  -230.498279687
    23.800  -230.601180717  -230.361663070  -230.601180717  -230.498281196
    23.900  -230.604373128  -230.366042828  -230.604373128  -230.498282840
    24.000  -230.607569037  -230.370444849  -230.607569037  -230.498283155
    24.100  -230.610748078  -230.374848792  -230.610748078  -230.498285384
    24.200  -230.613884523  -230.379234887  -230.613884523  -230.498287402
    24.300  -230.616953665  -230.383590937  -230.616953665  -230.498287799
    24.400  -230.619935791  -230.387895540  -230.619935791  -230.498289575
    24.500  -230.622806484  -230.392134174  -230.622806484  -230.498290169
    24.600  -230.625547075  -230.396291171  -230.625547075  -230.498291645
    24.700  -230.628136661  -230.400352555  -230.628136661  -230.498292482
    24.800  -230.630558748  -230.404304066  -230.630558748  -230.498294004
    24.900  -230.632796712  -230.408133285  -230.632796712  -230.498295670
    25.000  -230.634835639  -230.411827016  -230.634835639  -230.498296773
    25.100  -230.636662030  -230.415377614  -230.636662030  -230.498296044
    25.200  -230.638268928  -230.418770016  -230.638268928  -230.498296714
    25.300  -230.639646464  -230.421998436  -230.639646464  -230.498297031
    25.400  -230.640788490  -230.425052854  -230.640788490  -230.498296896
    25.500  -230.641691261  -230.427927185  -230.641691261  -230.498296578
    25.600  -230.642354395  -230.430611506  -230.642354395  -230.498297733
    25.700  -230.642774507  -230.433108832  -230.642774507  -230.498297114
    25.800  -230.642955096  -230.435404186  -230.642955096  -230.498296552
    25.900  -230.642899220  -230.437500851  -230.642899220  -230.498295735
    26.000  -230.642613827  -230.439392061  -230.642613827  -230.498296641
    26.100  -230.642101137  -230.441080272  -230.642101137  -230.498295036
    26.200  -230.641372552  -230.442565316  -230.641372552  -230.498294478
    26.300  -230.640436083  -230.443847890  -230.640436083  -230.498293852
    26.400  -230.639301168  -230.444926931  -230.639301168  -230.498292273
    26.500  -230.637981297  -230.445809966  -230.637981297  -230.498291789
    26.600  -230.636487643  -230.446504101  -230.636487643  -230.498291090
    26.700  -230.634833368  -230.447012671  -230.634833368  -230.498289869
    26.800  -230.633034279  -230.447344864  -230.633034279  -230.498289540
    26.900  -230.631103999  -230.447514459  -230.631103999  -230.498288463
    27.000  -230.629058841  -230.447530439  -230.629058841  -230.498286867
    27.100  -230.626917175  -230.447406945  -230.626917175  -230.498286280
    27.200  -230.624694708  -230.447161962  -230.624694708  -230.498284885
    27.300  -230.622410802  -230.446811358  -230.622410802  -230.498283925
    27.400  -230.620083124  -230.446371468  -230.620083124  -230.498282465
    27.500  -230.617730751  -230.445864921  -230.617730751  -230.498280644
    27.600  -230.615374337  -230.445314325  -230.615374337  -230.498280015
    27.700  -230.613031670  -230.444736994  -230.613031670  -230.498279314
    27.800  -230.610720330  -230.444159926  -230.610720330  -230.498277362
    27.900  -230.608460821  -230.443599715  -230.608460821  -230.498276480
    28.000  -230.606269442  -230.443081975  -230.606269442  -230.498275670
    28.100  -230.604161975  -230.442627996  -230.604161975  -230.498274625
    28.200  -230.602152840  -230.442251026  -230.602152840  -230.498273228
    28.300  -230.600256096  -230.441973018  -230.600256096  -230.498272873
    28.400  -230.598481237  -230.441803723  -230.598481237  -230.498272584
    28.500  -230.596836326  -230.441757214  -230.596836326  -230.498272410
    28.600  -230.595326707  -230.441839007  -230.595326707  -230.498272361
    28.700  -230.593953585  -230.442053409  -230.593953585  -230.498271143
    28.800  -230.592719760  -230.442400608  -230.592719760  -230.498271962
    28.900  -230.591619916  -230.442878927  -230.591619916  -230.498272806
    29.000  -230.590648121  -230.443478343  -230.590648121  -230.498273842
    29.100  -230.589795284  -230.444191008  -230.589795284  -230.498274694
    29.200  -230.589049507  -230.445000926  -230.589049507  -230.498274520
    29.300  -230.588400039  -230.445894843  -230.588400039  -230.498275638
    29.400  -230.587830042  -230.446856884  -230.587830042  -230.498275895
    29.500  -230.587326022  -230.447863819  -230.587326022  -230.498277662
    29.600  -230.586868993  -230.448902582  -230.586868993  -230.498278535
    29.700  -230.586444132  -230.449946823  -230.586444132  -230.498280517
    29.800  -230.586032392  -230.450987912  -230.586032392  -230.498281154
    29.900  -230.585618782  -230.451999573  -230.585618782  -230.498281359
    30.000  -230.585190219  -230.452971186  -230.585190219  -230.498282825
    30.100  -230.584731598  -230.453887584  -230.584731598  -230.498283693
    30.200  -230.584231461  -230.454735745  -230.584231461  -230.498283857
    30.300  -230.583682269  -230.455510565  -230.583682269  -230.498284910
    30.400  -230.583075741  -230.456207759  -230.583075741  -230.498285205
    30.500  -230.582408400  -230.456820907  -230.582408400  -230.498285173
    30.600  -230.581679560  -230.457352210  -230.581679560  -230.498285136
    30.700  -230.580890591  -230.457805870  -230.580890591  -230.498284447
    30.800  -230.580048674  -230.458188326  -230.580048674  -230.498285187
    30.900  -230.579158997  -230.458507064  -230.579158997  -230.498284371
    31.000  -230.578233127  -230.458776302  -230.578233127  -230.498282396
    31.100  -230.577287736  -230.459008356  -230.577287736  -230.498281924
    31.200  -230.576338165  -230.459224802  -230.576338165  -230.498281681
    31.300  -230.575401210  -230.459437441  -230.575401210  -230.498279573
    31.400  -230.574500396  -230.459667254  -230.574500396  -230.498278368
    31.500  -230.573656684  -230.459937811  -230.573656684  -230.498276899
    31.600  -230.572893547  -230.460266482  -230.572893547  -230.498275708
    31.700  -230.572232583  -230.460674807  -230.572232583  -230.498273295
    31.800  -230.571698658  -230.461183446  -230.571698658  -230.498271941
    31.900  -230.571313207  -230.461809789  -230.571313207  -230.498271711
    32.000  -230.571093892  -230.462570986  -230.571093892  -230.498270811
    32.100  -230.571057249  -230.463486472  -230.571057249  -230.498268888
    32.200  -230.571219975  -230.464563344  -230.571219975  -230.498268917
    32.300  -230.571589729  -230.465813650  -230.571589729  -230.498268491
    32.400  -230.572174444  -230.467243625  -230.572174444  -230.498269503
    32.500  -230.572973512  -230.468857005  -230.572973512  -230.498269545
    32.600  -230.573985077  -230.470656586  -230.573985077  -230.498269260
    32.700  -230.575203406  -230.472632384  -230.575203406  -230.498269606
    32.800  -230.576618059  -230.474785765  -230.576618059  -230.498270756
    32.900  -230.578212817  -230.477103472  -230.578212817  -230.498270600
    33.000  -230.579974255  -230.479576781  -230.579974255  -230.498272785
    33.100  -230.581879458  -230.482189085  -230.581879458  -230.498273790
    33.200  -230.583910196  -230.484930302  -230.583910196  -230.498276403
    33.300  -230.586042257  -230.487779407  -230.586042257  -230.498278331
    33.400  -230.588252913  -230.490722032  -230.588252913  -230.498278953
    33.500  -230.590522371  -230.493742300  -230.590522371  -230.498280104
    33.600  -230.592829516  -230.496820632  -230.592829516  -230.498281217
    33.700  -230.595155060  -230.499942843  -230.595155060  -230.498281964
    33.800  -230.597482508  -230.503091454  -230.597482508  -230.498282835
    33.900  -230.599796693  -230.506254800  -230.599796693  -230.498283391
    34.000  -230.602086601  -230.509414299  -230.602086601  -230.498284938
    34.100  -230.604339241  -230.512562244  -230.604339241  -230.498284365
    34.200  -230.606550656  -230.515683715  -230.606550656  -230.498285227
    34.300  -230.608713736  -230.518767888  -230.608713736  -230.498285736
    34.400  -230.610823722  -230.521803847  -230.610823722  -230.498284517
    34.500  -230.612882095  -230.524785264  -230.612882095  -230.498284809
    34.600  -230.614886737  -230.527699121  -230.614886737  -230.498284988
    34.700  -230.616837002  -230.530536639  -230.616837002  -230.498284009
    34.800  -230.618737925  -230.533291663  -230.618737925  -230.498285995
    34.900  -230.620583929  -230.535952068  -230.620583929  -230.498284299
    35.000  -230.622381788  -230.538509849  -230.622381788  -230.498284791
    35.100  -230.624129500  -230.540954974  -230.624129500  -230.498285006
    35.200  -230.625826919  -230.543276454  -230.625826919  -230.498284996
    35.300  -230.627474023  -230.545462276  -230.627474023  -230.498285750
    35.400  -230.629067146  -230.547507006  -230.629067146  -230.498285521
    35.500  -230.630604396  -230.549391730  -230.630604396  -230.498285260
    35.600  -230.632082912  -230.551107812  -230.632082912  -230.498285849
    35.700  -230.633497190  -230.552643877  -230.633497190  -230.498286332
    35.800  -230.634841989  -230.553988107  -230.634841989  -230.498286683
    35.900  -230.636111210  -230.555130939  -230.636111210  -230.498286527
    36.000  -230.637300539  -230.556057013  -230.637300539  -230.498287568
    36.100  -230.638402028  -230.556758192  -230.638402028  -230.498287969
    36.200  -230.639411064  -230.557224851  -230.639411064  -230.498289094
    36.300  -230.640319575  -230.557448219  -230.640319575  -230.498288495
    36.400  -230.641125953  -230.557424815  -230.641125953  -230.498289620
    36.500  -230.641823676  -230.557143974  -230.641823676  -230.498290249
    36.600  -230.642407907  -230.556602204  -230.642407907  -230.498288923
    36.700  -230.642881140  -230.555795446  -230.642881140  -230.498290445
    36.800  -230.643238304  -230.554726065  -230.643238304  -230.498290891
    36.900  -230.643478979  -230.553390670  -230.643478979  -230.498289756
    37.000  -230.643607675  -230.551793884  -230.643607675  -230.498290225
    37.100  -230.643623844  -230.549939005  -230.643623844  -230.498289212
    37.200  -230.643534126  -230.547827213  -230.643534126  -230.498289693
    37.300  -230.643340130  -230.545470651  -230.643340130  -230.498288625
    37.400  -230.643049372  -230.542870781  -230.643049372  -230.498288067
    37.500  -230.642667657  -230.540041126  -230.642667657  -230.498287802
    37.600  -230.642201894  -230.536989282  -230.642201894  -230.498288422
    37.700  -230.641655553  -230.533726039  -230.641655553  -230.498287095
    37.800  -230.641038656  -230.530260656  -230.641038656  -230.498287878
    37.900  -230.640352651  -230.526608142  -230.640352651  -230.498286927
    38.000  -230.639604906  -230.522773680  -230.639604906  -230.498287301
    38.100  -230.638796946  -230.518770514  -230.638796946  -230.498287487
    38.200  -230.637928954  -230.514609051  -230.637928954  -230.498286135
    38.300  -230.637004660  -230.510297466  -230.637004660  -230.498287109
    38.400  -230.636019253  -230.505844349  -230.636019253  -230.498287482
    38.500  -230.634970312  -230.501259044  -230.634970312  -230.498288446
    38.600  -230.633851620  -230.496546637  -230.633851620  -230.498289008
    38.700  -230.632656848  -230.491714394  -230.632656848  -230.498289443
    38.800  -230.631378043  -230.486771391  -230.631378043  -230.498289457
    38.900  -230.630008497  -230.481720746  -230.630008497  -230.498290628
    39.000  -230.628538305  -230.476569273  -230.628538305  -230.498291470
    39.100  -230.626959602  -230.471326454  -230.626959602  -230.498292121
    39.200  -230.625264872  -230.466001633  -230.625264872  -230.498292058
    39.300  -230.623450013  -230.460602482  -230.623450013  -230.498292576
    39.400  -230.621510684  -230.455139136  -230.621510684  -230.498292572
    39.500  -230.619446449  -230.449629631  -230.619446449  -230.498292164
    39.600  -230.617261013  -230.444086593  -230.617261013  -230.498292489
    39.700  -230.614959100  -230.438527062  -230.614959100  -230.498292238
    39.800  -230.612549998  -230.432973374  -230.612549998  -230.498290976
    39.900  -230.610048918  -230.427447859  -230.610048918  -230.498290411
    40.000  -230.607471862  -230.421979292  -230.607471862  -230.498289312
    40.100  -230.604839438  -230.416586135  -230.604839438  -230.498287532
    40.200  -230.602176507  -230.411307295  -230.602176507  -230.498285998
    40.300  -230.599509204  -230.406164205  -230.599509204  -230.498284225
    40.400  -230.596866905  -230.401193971  -230.596866905  -230.498282892
    40.500  -230.594278592  -230.396421806  -230.594278592  -230.498280926
    40.600  -230.591775906  -230.391881201  -230.591775906  -230.498279360
    40.700  -230.589389662  -230.387603266  -230.589389662  -230.498278692
    40.800  -230.587145955  -230.383613958  -230.587145955  -230.498275868
    40.900  -230.585074644  -230.379940385  -230.585074644  -230.498273613
    41.000  -230.583201878  -230.376605979  -230.583201878  -230.498273778
    41.100  -230.581544025  -230.373630009  -230.581544025  -230.498271986
    41.200  -230.580121375  -230.371032212  -230.580121375  -230.498271969
    41.300  -230.578943644  -230.368823826  -230.578943644  -230.498271560
    41.400  -230.578017790  -230.367018841  -230.578017790  -230.498270872
    41.500  -230.577346799  -230.365620881  -230.577346799  -230.498271272
    41.600  -230.576926350  -230.364634329  -230.576926350  -230.498272099
    41.700  -230.576748074  -230.364057469  -230.576748074  -230.498273812
    41.800  -230.576795598  -230.363885683  -230.576795598  -230.498273779
    41.900  -230.577054295  -230.364111150  -230.577054295  -230.498275652
    42.000  -230.577499600  -230.364726999  -230.577499600  -230.498277189
    42.100  -230.578106430  -230.365713312  -230.578106430  -230.498279074
    42.200  -230.578846633  -230.367054993  -230.578846633  -230.498281708
    42.300  -230.579688452  -230.368736251  -230.579688452  -230.498283932
